Date,Time,StationName,StationCode,Latitude,Longitude,GroupCode,SampleId,SampleDepth,Air temperature (AT.1),Air temperature (AT.1) Code,Air temperature (AT.1) Problem,Air temperature (AT.1) Qualifier,Air temperature (AT.1) Tier,Air temperature (AT.1) Units,Air temperature (AT.2),Air temperature (AT.2) Code,Air temperature (AT.2) Problem,Air temperature (AT.2) Qualifier,Air temperature (AT.2) Tier,Air temperature (AT.2) Units,Air temperature (AT.5),Air temperature (AT.5) Code,Air temperature (AT.5) Problem,Air temperature (AT.5) Qualifier,Air temperature (AT.5) Tier,Air temperature (AT.5) Units,Bacteria (E.Coli) (ECOLI.1),Bacteria (E.Coli) (ECOLI.1) Code,Bacteria (E.Coli) (ECOLI.1) Problem,Bacteria (E.Coli) (ECOLI.1) Qualifier,Bacteria (E.Coli) (ECOLI.1) Tier,Bacteria (E.Coli) (ECOLI.1) Units,Bacteria (E.Coli) (ECOLI.4),Bacteria (E.Coli) (ECOLI.4) Code,Bacteria (E.Coli) (ECOLI.4) Problem,Bacteria (E.Coli) (ECOLI.4) Qualifier,Bacteria (E.Coli) (ECOLI.4) Tier,Bacteria (E.Coli) (ECOLI.4) Units,Dissolved oxygen (DO.1),Dissolved oxygen (DO.1) Code,Dissolved oxygen (DO.1) Problem,Dissolved oxygen (DO.1) Qualifier,Dissolved oxygen (DO.1) Tier,Dissolved oxygen (DO.1) Units,Dissolved oxygen (DO.2),Dissolved oxygen (DO.2) Code,Dissolved oxygen (DO.2) Problem,Dissolved oxygen (DO.2) Qualifier,Dissolved oxygen (DO.2) Tier,Dissolved oxygen (DO.2) Units,pH (PH.1),pH (PH.1) Code,pH (PH.1) Problem,pH (PH.1) Qualifier,pH (PH.1) Tier,pH (PH.1) Units,pH (PH.3),pH (PH.3) Code,pH (PH.3) Problem,pH (PH.3) Qualifier,pH (PH.3) Tier,pH (PH.3) Units,pH (PH.7),pH (PH.7) Code,pH (PH.7) Problem,pH (PH.7) Qualifier,pH (PH.7) Tier,pH (PH.7) Units,Salinity (SA.1),Salinity (SA.1) Code,Salinity (SA.1) Problem,Salinity (SA.1) Qualifier,Salinity (SA.1) Tier,Salinity (SA.1) Units,Total Depth (TD.1),Total Depth (TD.1) Code,Total Depth (TD.1) Problem,Total Depth (TD.1) Qualifier,Total Depth (TD.1) Tier,Total Depth (TD.1) Units,Water Clarity (WC.1),Water Clarity (WC.1) Code,Water Clarity (WC.1) Problem,Water Clarity (WC.1) Qualifier,Water Clarity (WC.1) Tier,Water Clarity (WC.1) Units,Water Clarity (WC.4),Water Clarity (WC.4) Code,Water Clarity (WC.4) Problem,Water Clarity (WC.4) Qualifier,Water Clarity (WC.4) Tier,Water Clarity (WC.4) Units,Water Clarity (WC.6),Water Clarity (WC.6) Code,Water Clarity (WC.6) Problem,Water Clarity (WC.6) Qualifier,Water Clarity (WC.6) Tier,Water Clarity (WC.6) Units,Water temperature (WT.1),Water temperature (WT.1) Code,Water temperature (WT.1) Problem,Water temperature (WT.1) Qualifier,Water temperature (WT.1) Tier,Water temperature (WT.1) Units,Water temperature (WT.2),Water temperature (WT.2) Code,Water temperature (WT.2) Problem,Water temperature (WT.2) Qualifier,Water temperature (WT.2) Tier,Water temperature (WT.2) Units,Water temperature (WT.3),Water temperature (WT.3) Code,Water temperature (WT.3) Problem,Water temperature (WT.3) Qualifier,Water temperature (WT.3) Tier,Water temperature (WT.3) Units,Cloud Cover,Other Comments,Other Conditions,Rainfall Within 24 Hours,Rainfall Within 48 Hours,Rainfall,Sea State,Stream Flow,Tidal Stage,Water Color Description,Water Color,Water Odor Description,Water Odor,Water Surfaces,Weather Conditions Day Before Yesterday,Weather Conditions Today,Weather Conditions Yesterday,Wind Direction,Wind Speed,ModifiedDate,Comments
5/29/2019,11:55:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,31,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,119.1,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7,WC.6,,,2,NTU,27.5,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,2.7mm,,,,Incoming (Flood),Brown,,,,Ripple,,,Sunny,,,2019-06-05T14:57:56.967,
5/29/2019,11:55:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,123.4,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,WC.6,,,2,NTU,,,,,,,,,,,,,,,,,,,,,,,2.7mm,,,,Incoming (Flood),Brown,,,,Ripple,,,Sunny,,,2019-06-05T14:57:56.967,
6/1/2022,11:30:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,35,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,48.7,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,WC.6,,,2,NTU,27,WT.1,,,2,deg C,,,,,,,,,,,,,,Lots of ducks,,,0,,,High,,,Normal,,,Ripple,,Sunny,,,,2022-06-02T15:52:10.713,
6/1/2022,11:30:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,2,0.3,35,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,47.3,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.66,WC.6,,,2,NTU,27,WT.1,,,2,deg C,,,,,,,,,,,,,,Lots of ducks,,,0,,,High,,,Normal,,,Ripple,,Sunny,,,,2022-06-02T15:52:10.713,
6/1/2022,11:45:00,PR-14 Pohick Bay,PRK.PR-14PohickBay,38.67606,-77.166946,PRK,1,0.3,35,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,75.9,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,WC.6,,,2,NTU,28,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,0,,,Normal,,clear brown,Normal,,,Calm,,Sunny,,,,2022-06-02T15:30:39.673,
6/2/2021,8:00:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,1,0.3,19.5,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,39.9,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7,WC.6,,,2,NTU,20.5,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,4.064,,,,Low,Milky Gray,Normal,,,Ripple,,Overcast,,,,2021-06-03T23:06:36.477,
6/2/2021,8:25:00,PR-14 Pohick Bay,PRK.PR-14PohickBay,38.67606,-77.166946,PRK,1,0.3,23.5,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,56.5,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.51,WC.6,,,2,NTU,20.5,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,4.064,,,,Outgoing (Ebb),brown,Normal,,,Calm,,Overcast,,,,2021-06-03T23:04:04.14,
6/2/2021,8:25:00,PR-14 Pohick Bay,PRK.PR-14PohickBay,38.67606,-77.166946,PRK,2,0.3,23.5,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,39.9,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.04,WC.6,,,2,NTU,,,,,,,,,,,,,,,,,,,,,,,4.064,,,,Outgoing (Ebb),brown,Normal,,,Calm,,Overcast,,,,2021-06-03T23:04:04.14,
6/2/2021,8:54:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,20,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,35,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.9,WC.6,,,2,NTU,21,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,4.064,,,,,"Green, Brown",Normal,,,Ripple,,Overcast,,,,2021-06-03T23:13:48.007,
6/3/2019,11:46:00,NR-7,NRPA.NR-7,36.740257,-76.579794,NRPA,1,0.3,,,,,,,,,,,,,26.6,AT.5,,,1,deg C,220,ECOLI.1,,,1,CFU,,,,,,,,,,,,,0,DO.2,,,2,mg/L,,,,,,,,,,,,,7,PH.7,,,1,SU,3,SA.1,,,1,ppt,9.1,TD.1,,,1,M,0.3,WC.1,,,1,M,,,,,,,,,,,,,,,,,,,,,,,,,26.6,WT.3,,,2,deg C,,,,0,,,,,,Brown,,Normal,,,,Sunny,,,,2020-02-18T10:55:24.923,
6/3/2020,10:25:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,1,0.3,26.5,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,63.3,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,WT.1,,,2,deg C,,,,,,,,,,,,,,,,0,0,0,,Normal,Outgoing (Ebb),Muddy,Abnormal,,,Ripple,,Partly cloudy,,,,2020-06-04T18:48:19.15,
6/3/2020,10:25:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,2,0.3,26.5,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,68.9,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,WT.1,,,2,deg C,,,,,,,,,,,,,,,,0,0,0,,Normal,Outgoing (Ebb),Muddy,Abnormal,,,Ripple,,Partly cloudy,,,,2020-06-04T18:48:19.15,
6/3/2020,11:50:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,32,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,30.1,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,WT.1,,,2,deg C,,,,,,,,,,,,,,,,0,0,0,,Normal,Low,Brown,Normal,,,Calm,,Partly cloudy,,,,2020-06-04T18:34:07.247,
6/5/2019,10:17:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,23,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,122.3,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1,WC.6,,,2,NTU,23,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,0,0,,,High,clear/brownish,,,,Ripple,,,Overcast,SE,,2019-06-06T18:36:07.267,
6/8/2022,7:45:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,1,0.3,22,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,41.4,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.1,WC.6,,,2,NTU,23,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,2.57,,,Normal,Low,muddy,Normal,,,Calm,,Sunny,,,,2022-06-09T14:50:57.777,
6/8/2022,9:04:00,PR-14 Pohick Bay,PRK.PR-14PohickBay,38.67606,-77.166946,PRK,1,0.3,24,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,14.5,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.23,WC.6,,,2,NTU,25,WT.1,,,2,deg C,,,,,,,,,,,,,,,SAV,,,2.54,,Low,,"clear ,brown",Normal,,,Calm,,Sunny,,,,2022-06-09T14:55:26.077,
6/8/2022,11:35:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,23,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,30.1,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.47,WC.6,,,2,NTU,24,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,6.35,,,Low,Low,green,Normal,,,Ripple,,Sunny,,,,2022-06-09T15:00:49.47,
6/9/2020,15:30:00,09-PL21-Sug-SLR4,RAS.09-PL21-Sug-SLR4,38.9787922,-77.3643976,RV,1,0.3,,,,,,,31.4,AT.2,,,2,deg C,,,,,,,66,ECOLI.1,,,1,CFU,,,,,,,5.6,DO.1,,,2,mg/L,,,,,,,6.52,PH.1,,,2,SU,,,,,,,,,,,,,,,,,,,0.3,TD.1,,,1,M,,,,,,,120,WC.4,,>,1,cm,,,,,,,,,,,,,24.2,WT.2,,,2,deg C,,,,,,,,,,0,0,46,,Normal,,,Normal,,,Ripple,,Partly cloudy,,,,2021-01-01T22:29:55.983,
6/9/2020,15:30:00,09-PL21-Sug-SLR4,RAS.09-PL21-Sug-SLR4,38.9787922,-77.3643976,RV,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,DO.1,,,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,46,,Normal,,,Normal,,,Ripple,,Partly cloudy,,,,2021-01-01T22:29:55.983,
6/9/2021,8:00:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,1,0.3,26.5,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,547.5,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2,WC.6,,,2,NTU,27.5,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,7,,,Normal,High,Clear,Normal,,,Waves,,Partly cloudy,,,,2021-06-14T13:09:19.767,
6/9/2021,8:00:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,26,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,261.3,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7,WC.6,,,2,NTU,27,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,7,,,High,High,Green/brown,Normal,,,Ripple,,Partly cloudy,,,,2021-06-14T13:11:12.987,
6/9/2021,8:40:00,PR-14 Pohick Bay,PRK.PR-14PohickBay,38.67606,-77.166946,PRK,1,0.3,25.5,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,31.3,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.63,WC.6,,,2,NTU,27,WT.1,,,2,deg C,,,,,,,,,,,,,,hazy lots of fish jumping,,,,,,Low,High,Brown,Normal,,,Calm,,Partly cloudy,,,,2021-06-10T19:41:33.483,fish jumping
6/10/2020,8:24:00,PR-14 Pohick Bay,PRK.PR-14PohickBay,38.67606,-77.166946,PRK,1,0.3,28,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,14.7,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.12,WC.6,,,2,NTU,27.5,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,0,,,Normal,Incoming (Flood),"Green, Brown",Normal,,,Calm,,Overcast,,,,2020-06-11T19:04:55.913,
6/10/2020,9:31:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,1,0.3,26.5,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,131.7,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.3,WC.6,,,2,NTU,27,WT.1,,,2,deg C,,,,,,,,,,,,,,,,0,0,,,Normal,Incoming (Flood),,Normal,,,Waves,,Partly cloudy,,,,2020-06-11T19:02:02.27,
6/10/2020,10:00:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,30.5,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,32.8,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,WC.6,,,2,NTU,27,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,0,0,,Normal,Incoming (Flood),"green, gray",Normal,,,Ripple,,Overcast,,,,2020-06-11T18:48:10.077,
6/10/2020,10:00:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,2,0.3,30.5,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,22.8,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,WC.6,,,2,NTU,27,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,0,0,,Normal,Incoming (Flood),"green, gray",Normal,,,Ripple,,Overcast,,,,2020-06-11T18:48:10.077,
6/12/2019,9:25:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,20,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,156.5,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7,WC.6,,,2,NTU,21.5,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,10.7,,,,Outgoing (ebb),Murky and brown,,,,Ripple,,Partly cloudy,,,,2019-06-13T19:14:31.143,
6/12/2019,9:25:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,2,0.3,20,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,,ECOLI.4,RR,,2,MPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,WC.6,,,2,NTU,21.5,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,10.7,,,,Outgoing (ebb),Murky and brown,,,,Ripple,,Partly cloudy,,,,2019-06-13T19:14:31.143,
6/12/2021,10:05:00,09-PL22-Sna-DR19,RAS.09-PL22-Sna-DR19,38.9298922,-77.3458976,RV,1,0.3,,,,,,,18.6,AT.2,,,2,deg C,,,,,,,333,ECOLI.1,,,1,CFU,,,,,,,6.6,DO.1,,,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,WC.4,,>,1,cm,,,,,,,,,,,,,18.4,WT.2,,,2,deg C,,,,,,,,,,21.1,21.1,22.6,,Normal,,,Normal,,None,Ripple,Overcast,Overcast,Overcast,,,2021-06-14T19:24:37.383,"I wrote down 18.8 for the pH, but it wasn't until later that I realized that my partner probably read out the water temperature from the pH meter."
6/15/2019,10:20:00,09-PL22-Sna-DR19,RAS.09-PL22-Sna-DR19,38.9298922,-77.3458976,ACB,1,0.3,,,,,,,21.3,AT.2,,,2,deg C,,,,,,,75,ECOLI.1,,,1,CFU,,,,,,,8.8,DO.1,,,2,mg/L,,,,,,,7.03,PH.1,,,2,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,WC.4,,>,1,cm,,,,,,,,,,,,,16.7,WT.2,,,2,deg C,,,,,,,,,,,21.6,33.8,,Normal,,,Normal,,,Calm,,Partly cloudy,,,,2019-08-04T16:50:25.32,
6/15/2022,9:05:00,PR-14 Pohick Bay,PRK.PR-14PohickBay,38.67606,-77.166946,PRK,1,0.3,24,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,2,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,WC.6,,,2,NTU,26,WT.1,,,2,deg C,,,,,,,,,,,,,,,Dead Fish,,1.27,,,Normal,High,Green,Normal,,,Ripple,,Sunny,,,,2022-06-16T15:36:04.007,
6/15/2022,9:51:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,1,0.3,25,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,29.2,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,WC.6,,,2,NTU,26,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,2.28,,,,High,Muddy,Abnormal,,,Calm,,Sunny,,,,2022-06-16T15:34:07.743,
6/15/2022,9:51:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,2,0.3,25,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,19.9,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,WC.6,,,2,NTU,26,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,2.28,,,,High,Muddy,Abnormal,,,Calm,,Sunny,,,,2022-06-16T15:34:07.743,
6/15/2022,11:19:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,27,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,435.2,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,WC.6,,,2,NTU,26,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,3.048,,,Low,High,Green,Normal,,,Calm,,Sunny,,,,2022-06-16T15:41:02.703,
6/16/2021,8:00:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,1,0.3,24,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,22.8,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,WC.6,,,2,NTU,23.5,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,46.482,,,High,Low,Clear,Normal,,,Ripple,,Sunny,,,,2021-06-17T19:33:09.78,
6/16/2021,8:08:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,20.5,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,1046.2,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8,WC.6,,,2,NTU,23.5,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,46.482,,,Normal,Low,clear,Normal,,,Ripple,,Partly cloudy,,,,2021-06-17T22:45:08.397,
6/16/2021,10:23:00,PR-14 Pohick Bay,PRK.PR-14PohickBay,38.67606,-77.166946,PRK,1,0.3,23,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,15.8,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,WC.6,,,2,NTU,25,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,7.874,,,,,Brown,Normal,,,Ripple,,Sunny,,,,2021-06-17T19:36:36.093,
6/16/2021,16:30:00,NR-7,NRPA.NR-7,36.740257,-76.579794,NRPA,1,0.3,,,,,,,,,,,,,28.3,AT.5,,,1,deg C,120,ECOLI.1,,,1,CFU,,,,,,,,,,,,,5.45,DO.2,,,2,mg/L,,,,,,,,,,,,,,,,,,,0,SA.1,,,1,ppt,9,TD.1,,,1,M,0.5,WC.1,,,1,M,,,,,,,,,,,,,,,,,,,,,,,,,27.7,WT.3,,,2,deg C,,,,0,,,,,,Brown,,Normal,,,,,,,,2022-01-03T11:30:20.64,
6/17/2020,8:15:00,PR-14 Pohick Bay,PRK.PR-14PohickBay,38.67606,-77.166946,PRK,1,0.3,20,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,4.1,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,WC.6,,,2,NTU,22,WT.1,,,2,deg C,,,,,,,,,,,,,,,,0,0,0,,Normal,Outgoing (Ebb),Clear,Normal,,,Waves,,Overcast,,,,2020-06-18T18:15:25.063,
6/17/2020,9:00:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,1,0.3,19.5,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,81.6,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,WC.6,,,2,NTU,22,WT.1,,,2,deg C,,,,,,,,,,,,,,Lots of Jumping Fish,,0,0,0,,High,Outgoing (Ebb),clear,Normal,,,Ripple,,Overcast,,,,2020-06-18T18:13:17.73,
6/17/2020,11:05:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,20,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,72.8,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,WT.1,,,2,deg C,,,,,,,,,,,,,,Windy,,0,0,,,Normal,,Green/Brown,Normal,,,White Caps,,Overcast,,,,2020-06-18T18:01:23.25,
6/18/2019,17:30:00,09-PL21-Sug-SLR4,RAS.09-PL21-Sug-SLR4,38.9787922,-77.3643976,RV,1,0.3,,,,,,,26,AT.2,,,2,deg C,,,,,,,100,ECOLI.1,,,1,CFU,,,,,,,6.2,DO.1,,,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,TD.1,,,1,M,,,,,,,120,WC.4,,>,1,cm,,,,,,,,,,,,,25.2,WT.2,,,2,deg C,,,,,,,,,,,,,,Normal,,,Normal,,,Calm,,Overcast,,,,2020-02-14T17:01:52.87,
6/18/2019,17:30:00,09-PL21-Sug-SLR4,RAS.09-PL21-Sug-SLR4,38.9787922,-77.3643976,RV,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,DO.1,,,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,Normal,,,Calm,,Overcast,,,,2020-02-14T17:01:52.87,
